id Turn;time;speaker;simultaneous;text;event
380;1618.903;spk2;-;enfin moi c'est des choses qui m-;-
380;1620.903;spk2;-;j'étais un peu une;-
381;1621.453;spk2;spk2 spk1;exécutante quoi;-
381;1621.453;spk1;spk2 spk1;hm hm hm;-
381;1622.874;spk2;spk2 spk1;ça m'a convenu et à un moment donné j'avais envie d'autres choses donc j'avais envie;-
381;1622.874;spk1;spk2 spk1;vous aviez envie de d'autres choses ouais;-
382;1626.32;spk2;-;je me disais avec l'expérience que j'ai;-
382;1628.6;spk2;-;je pense que je suis en capacité d'apporter autre chose;-
383;1631.159;spk1;-;hm hm hm;-
384;1631.952;spk2;-;et donc euh j'ai;-
384;1633.351;spk2;-;j'ai postulé à un nouveau service euh qui ouvrait sur Orléans;-
384;1638.144;spk2;-;non Saint-Jean-de-Braye enfin à l'époque c'était Orléans maintenant on a;-
385;1640.625;spk2;spk2 spk1;déménagé sur Saint-Jean-de-Braye;-
385;1640.625;spk1;spk2 spk1;ouais;-
386;1642.307;spk2;-;donc là c'est un service d'accompagnement à la vie sociale;-
387;1646.086;spk1;-;donc qui accueille euh;-
388;1647.413;spk2;-;qui a- on n'accueille personne;-
389;1648.908;spk1;-;ah;-
390;1649.201;spk2;-;on travaille à domicile;-
391;1650.143;spk2;spk2 spk1;en fait c'est cette idée-là;-
391;1650.143;spk1;spk2 spk1;d'accord;-
392;1651.35;spk2;-;qui m'intéressait;-
392;1652.383;spk2;-;avec les nouvelles lois là sur le handicap;-
393;1655.248;spk2;-;euh on maintient de plus en plus les gens;-
394;1657.701;spk2;spk2 spk1;à domicile qui le souhaitent évidemment et qui sont en capacité de rester;-
394;1657.701;spk1;spk2 spk1;oui oui hm hm hm;-
395;1661.811;spk2;-;et donc euh;-
395;1662.966;spk2;-;cette idée-là elle me plaisait en fait;-
395;1664.941;spk2;-;plutôt que d'accompagner euh;-
395;1666.677;spk2;-;des personnes dans leur projet de vie à l'intérieur d'un établissement;-
396;1668.992;spk2;spk2 spk1;où y a une collectivité de toute façon;-
396;1668.992;spk1;spk2 spk1;ouais hm hm;-
397;1672.018;spk2;-;là c'était plutôt les aider et euh;-
397;1674.379;spk2;-;chercher des euh étayer au maximum chercher des des partenaires euh;-
397;1679.336;spk2;-;pour euh essayer de les maintenir au maximum;-
398;1681.432;spk2;spk2 spk1;à leur domicile;-
398;1681.432;spk1;spk2 spk1;d'accord;-
399;1682.458;spk2;-;dans les conditions de vie qu'ils souhaitent;-
399;1684.1;spk2;-;dans le projet qu'ils ont choisi;-
400;1685.824;spk2;spk2 spk1;enfin voilà être là plutôt euh;-
400;1685.824;spk1;spk2 spk1;d'accord d'accord;-
401;1687.903;spk2;-;pour euh bah oui étayer qu- tout ça;-
402;1690.456;spk2;spk2 spk1;les guider euh;-
402;1690.456;spk2;spk2 spk1;-;pif
402;1690.456;spk1;spk2 spk1;qu'ils puissent rester chez eux et vivre leurs euh leurs projets d'accord;-
403;1694.98;spk2;-;donc euh;-
403;1697.701;spk2;-;j'ai postulé euh la directrice était enchantée de me voir arriver parce que euh;-
403;1702.177;spk2;-;eh ben euh;-
403;1703.167;spk2;-;comme c'était un nouveau service euh c'était beaucoup de jeunes qui se présentaient;-
404;1707.167;spk2;spk2 spk1;et elle voulait des gens avec expérience pour euh;-
404;1707.167;spk1;spk2 spk1;d'accord hm avec un peu plus d'expériences oui;-
404;1710.369;spk2;spk2 spk1;franchement l'entretien d'embauche euh j'ai pas eu l'impression que c'était un entretien d'embauche j'ai même rappelé euh;-
404;1710.369;spk1;spk2 spk1;-;rire
404;1716.143;spk2;spk2 spk1;en lui disant mais vous êtes sûre ?;-
404;1716.143;spk1;spk2 spk1;-;rire
404;1719.273;spk2;spk2 spk1;mais oui elle me dit vous voulez un courrier ? j'ai dit oui oui mais je la croyais pas non franchement je me suis dit;-
404;1719.273;spk1;spk2 spk1;-;rire
405;1724.561;spk2;-;c'est pas un entretien d'embauche ouais c'était assez curieux comme;-
405;1727.388;spk2;-;c'était vraiment un échange;-
405;1728.433;spk2;-;ouais ouais;-
406;1729.003;spk1;-;bah pré- ça présageait que du bon pour euh;-
407;1731.075;spk2;spk2 spk1;ouais mais bon moi euh j'étais pas habituée à ça me préparer bien euh;-
407;1731.075;spk1;spk2 spk1;pour la suite aussi;-
407;1731.075;spk1;spk2 spk1;-;rire
407;1735.094;spk2;spk2 spk1;à des trucs bien précis questions réponses euh je me suis dit il va y avoir des petits pièges euh;-
407;1735.094;spk1;spk2 spk1;oui ouais;-
407;1739.806;spk2;spk2 spk1;j'avais un peu préparé ça mais alors pas du tout je me suis sentie très rapidement à l'aise;-
407;1739.806;spk1;spk2 spk1;-;rire
407;1744.426;spk2;spk2 spk1;et puis elle aussi apparemment la directrice;-
407;1744.426;spk1;spk2 spk1;ouais;-
408;1746.787;spk2;-;et puis ce qui m'a plu en fait dans cette idée c'était bah construire un service où on partait de rien;-
409;1751.429;spk1;-;d'accord;-
410;1752.251;spk2;-;on avait rien on avait juste euh le budget;-
410;1755.213;spk2;-;euh des locaux;-
410;1757.021;spk2;-;et puis euh bah fallait y aller construire tous les outils euh;-
410;1760.896;spk2;-;l'équipe était jeune;-
411;1762.238;spk2;spk2 spk1;ils sortaient tous de l'école là on est sept;-
411;1762.238;spk1;spk2 spk1;hm hm et vous êtes combien dans cette é- dans cette équipe ? d'accord;-
412;1766.43;spk2;-;donc euh l'équipe était très jeune et c'est pareil ils avaient;-
413;1770.089;spk2;spk2 spk1;à la limite la personne handicapée ils l'avaient;-
413;1770.089;spk1;spk2 spk1;tout à découvrir;-
413;1770.089;spk1;spk2 spk1;-;rire
414;1772.45;spk2;-;pas forcément approchée dans l- leur cursus de formation donc euh;-
414;1776.061;spk2;-;c'était vraiment moi c- c- cette idée-là;-
414;1778.518;spk2;-;et euh la directrice me disait moi je veux quelqu'un d'autonome;-
414;1781.576;spk2;-;qui euh prenne des décisions euh bah parce que;-
415;1784.227;spk2;spk2 spk1;quand on est;-
415;1784.227;spk1;spk2 spk1;hm;-
416;1784.588;spk2;-;au domicile des gens bah;-
416;1786.004;spk2;-;on peut pas leur dire bah dans quinze jours je vous donnerai un réponse;-
417;1788.533;spk1;-;oui hm hm hm;-
418;1789.547;spk2;-;des fois on est un peu dans l'urgence donc euh;-
418;1792.076;spk2;-;bon pas dans l'urgence médicale on est dans une urgence quand même quand il y a une demande et que;-
419;1796.552;spk2;spk2 spk1;on sait que ça va faciliter euh;-
419;1796.552;spk1;spk2 spk1;oui faut répondre quoi hm;-
420;1798.382;spk2;-;la vie des personnes et qu'on sait qu'actuellement euh dans ce qui vit il est en souffrance on peut pas se permettre de leur dire;-
420;1804.29;spk2;-;bah je vous répondrai;-
421;1805.18;spk2;spk2 spk1;dans quinze jours donc euh;-
421;1805.18;spk1;spk2 spk1;ouais hm hm hm;-
422;1806.641;spk2;-;faut trouver des solutions rapides;-
422;1808.713;spk2;-;et euh donc c'est toutes ces idées-là qui me plaisaient euh;-
422;1812.564;spk2;-;euh le fait d'être euh de prendre des responsabilités euh;-
422;1816.343;spk2;-;le fait aussi d'accompagner euh l'équipe euh;-
422;1819.256;spk2;-;même si je suis pas cadre hein je suis au même niveau qu'eux hein;-
422;1823.179;spk2;-;mais bon euh mon expérience euh;-
422;1825.419;spk2;-;sert quand même parce que il sen- ils s'appuient dessus et bon c'est vrai qu'ils me questionnent aussi pas mal;-
422;1831.823;spk2;-;et donc voilà ça fait;-
423;1832.637;spk2;spk2 spk1;quatre ans que j'y suis;-
423;1832.637;spk1;spk2 spk1;d'accord;-
424;1833.589;spk2;-;et puis actuellement je suis en j'entame une formation;-
424;1837.265;spk2;-;enfin je suis en deuxième année là;-
425;1839.121;spk2;spk2 spk1;mais après j'arrête;-
425;1839.121;spk1;spk2 spk1;-;rire
425;1841.722;spk2;spk2 spk1;là je sais même pas dans quoi je enfin si je sais mais je me dis euh;-
425;1841.722;spk1;spk2 spk1;-;rire
425;1845.765;spk2;spk2 spk1;bon;-
425;1845.765;spk1;spk2 spk1;-;rire
426;1846.948;spk2;spk2 spk1;tout le monde me dit tout;-
426;1846.948;spk1;spk2 spk1;après j'arrête;-
426;1846.948;spk1;spk2 spk1;-;rire
427;1848.968;spk2;-;le monde me dit mais c'est mais arrête là;-
428;1851.015;spk2;spk2 spk1;stop mais euh ça enfin l'idée;-
428;1851.015;spk1;spk2 spk1;-;rire
429;1853.962;spk2;-;je sais pas d- de former moi je trouve;-
429;1855.683;spk2;-;mais au moins c'est que des formations;-
430;1857.146;spk2;spk2 spk1;professionnelles mes choix donc euh;-
430;1857.146;spk1;spk2 spk1;oui hm hm hm;-
431;1858.933;spk2;-;donc euh là je suis en formation de cadre intermédiaire;-
431;1862.447;spk2;-;pour être euh;-
431;1864.159;spk2;-;directeur adjoint;-
432;1865.427;spk2;spk2 spk1;de structure;-
432;1865.427;spk1;spk2 spk1;d'accord;-
433;1866.281;spk1;-;d'accord;-
434;1866.832;spk2;-;où euh je travaille actuellement avec ce diplôme-là;-
434;1869.337;spk2;-;je pourrais être directrice parce que c'est;-
435;1870.968;spk2;spk2 spk1;pas une grosse structure;-
435;1870.968;spk1;spk2 spk1;d'accord d'accord d'accord;-
436;1872.846;spk2;-;donc euh voilà mon projet est euh à l'heure actuelle euh;-
436;1872.846;-;spk2;-;pf
436;1877.082;spk2;-;je me dis que j'ai tellement appris euh j'ai;-
436;1879.611;spk2;-;tellement on m'a tellement appris que j'ai envie de transmettre à mon tour;-
436;1883.871;spk2;-;mais pas transmettre on m'a proposé de donner des cours à l'école du travail social mais j'ai refusé parce que;-
436;1889.597;spk2;-;mais ch- ça s'apprend quoi;-
437;1891.672;spk1;-;hm;-
438;1891.936;spk2;-;c'est pas;-
439;1893.184;spk2;-;je peux transmettre mais sans transmettre en fait faut que les gens euh c-;-
439;1897.347;spk2;-;prennent;-
439;1898.217;spk2;-;ce que j'ai à leur donner je peux pas euh ch- c- enfin j'ai pas la pédagogie quoi;-
440;1902.573;spk2;spk2 spk1;moi je me dis euh;-
440;1902.573;spk1;spk2 spk1;ouais;-
441;1903.876;spk2;-;euh c'est important une formation je sais que c'est important et j'ai pas envie euh;-
441;1908.015;spk2;-;bah voilà d'y aller juste euh soit pour me faire plaisir soit non donc euh je;-
441;1912.779;spk2;-;j'ai refusé de;-
442;1913.866;spk2;spk2 spk1;de d'apporter des trucs non;-
442;1913.866;spk1;spk2 spk1;d'accord hm hm hm hm hm hm;-
443;1916.212;spk2;-;j'ai dit que je peux amener des témoignages euh sur de s-;-
443;1919.135;spk2;-;ce que je vis euh dans mon quotidien professionnel;-
444;1921.031;spk2;spk2 spk1;professionnel;-
444;1921.031;spk1;spk2 spk1;ouais;-
445;1921.67;spk2;-;mais euh mais des cours;-
446;1922.481;spk2;spk2 spk1;ouais voilà c'est pas bah non;-
446;1922.481;spk1;spk2 spk1;ouais hm hm hm pas sous cette forme-là quoi hm;-
447;1925.139;spk2;-;c'est pas je suis pas formée pour et euh bon;-
448;1927.294;spk2;spk2 spk1;voilà chacun son métier euh;-
448;1927.294;spk1;spk2 spk1;hm hm hm hm hm hm;-
449;1929.342;spk2;-;non moi je;-
450;1930.134;spk2;spk2 spk1;c'est pas non je suis;-
450;1930.134;spk1;spk2 spk1;-;rire
451;1931.815;spk2;-;assez honnête quand même là-dessus je me dis euh;-
451;1933.991;spk2;-;je sais que moi j'ai galéré dans des formations avec des gens qui étaient pas forcément euh;-
451;1938.746;spk2;-;euh qui apportaient pas grand chose enfin qui n'apportaient rien euh;-
451;1942.342;spk2;-;et non j'ai pas envie;-
452;1943.776;spk2;spk2 spk1;de prendre cette place-là et euh;-
452;1943.776;spk1;spk2 spk1;oui ça oui hm hm hm;-
453;1945.368;spk2;-;de les leurrer et de leur non;-
453;1947.034;spk2;-;non donc euh j'ai refusé;-
453;1949.732;spk2;-;donc je continue à me former;-
454;1951.486;spk2;spk2 spk1;et après j'arrête là;-
454;1951.486;spk1;spk2 spk1;d'accord;-
454;1952.621;spk2;spk2 spk1;enfin bon oh non ça me prend un temps fou;-
454;1952.621;spk1;spk2 spk1;-;rire
455;1955.361;spk2;-;là je rentre de cours j'ai pas mal d'écrits à faire;-
455;1958.702;spk2;-;donc j'ai mon travail et puis;-
456;1960.221;spk1;-;et là donc euh;-
456;1961.933;spk1;-;vous donc c'est formation plus;-
457;1963.698;spk1;spk1 spk2;travail en même temps ? d'accord;-
457;1963.698;spk2;spk1 spk2;bah ouais bah ouais;-
458;1965.592;spk2;-;donc j'ai des jours de dégagés pour aller en formation;-
458;1967.953;spk2;-;mais tout ce qui est euh travail euh sur les écrits mes lectures;-
458;1971.054;spk2;-;bah c'est sur mon temps perso;-
459;1971.943;spk1;-;et ouais ouais ouais ouais;-
460;1973.099;spk2;-;donc;-
461;1973.433;spk2;spk2 spk1;euh des fois euh;-
461;1973.433;spk1;spk2 spk1;oui c'est lourd quoi;-
461;1975.433;spk2;spk2 spk1;ouais à force j'ai envie de faire autre chose ouais je suis en deuxième année;-
461;1975.433;spk1;spk2 spk1;hm et c'est deux ans la formation ? ouais d'accord donc à la fin de l'année c'est;-
461;1979.452;spk2;spk2 spk1;septembre je passe ma soutenance de mémoire et puis après;-
461;1979.452;spk1;spk2 spk1;c'est d'accord d'accord;-
461;1982.846;spk2;spk2 spk1;c'est fini;-
461;1982.846;spk1;spk2 spk1;d'accord ouais;-
462;1984.029;spk2;-;moi j'y crois pas trop hein j'ai déjà validé un un UF;-
462;1986.846;spk2;-;mais bon même en validant l'autre euh j'en ai quatre à valider;-
462;1990.344;spk2;-;franchement j'y crois pas trop;-
462;1990.344;-;spk2;-;rire
462;1992.336;spk2;-;parce que euh je me rends compte que je fatigue un peu et que;-
462;1996.283;spk2;-;j'ai plus euh vraiment la pêche euh;-
462;1996.283;-;spk2;-;pf
463;1998.98;spk2;spk2 spk1;des fois ouais;-
463;1998.98;spk1;spk2 spk1;bah ça doit être aussi difficile voilà de mener les deux euh;-
464;2002.037;spk1;-;en parallèle;-
465;2003.36;spk2;-;ouais mais bon je me dis;-
465;2003.36;-;spk2;-;pf
465;2005.36;spk2;-;ouais c'est c'est forc- je sais pas j'ai l'impression que euh;-
465;2009.195;spk2;-;oui non j- ch- je suis pas forcément bien dans cette formation;-
466;2012.587;spk1;-;hm hm;-
467;2012.904;spk2;-;c'est beaucoup de théorie et moi qui suis quelqu'un de terrain;-
467;2015.409;spk2;-;y a un sacré;-
468;2016.241;spk2;spk2 spk1;décalage;-
468;2016.241;spk1;spk2 spk1;ouais;-
468;2016.899;spk2;spk2 spk1;entre ce qu'on nous apprend et ce qu'on vit dans le quotidien;-
468;2016.899;spk1;spk2 spk1;ouai ouais ouais hm hm hm;-
469;2019.552;spk2;-;professionnel et;-
469;2020.63;-;spk2;-;i
470;2022.917;spk2;spk2 spk1;un petit peu quoi de;-
470;2022.917;spk1;spk2 spk1;ouais hm hm hm;-
471;2024.168;spk2;-;me bouffer de la théorie et je me dis mais je m'en servirai jamais quoi;-
472;2027.081;spk1;-;ouais;-
473;2027.346;spk2;-;de la conduite de projet euh;-
473;2029.37;spk2;-;c'est super intéressant euh;-
473;2030.889;spk2;-;techniquement de savoir;-
474;2032.384;spk2;spk2 spk1;mais concrètement euh sur le terrain euh;-
474;2032.384;spk1;spk2 spk1;mais dans les faits ça se pa- ouais hm hm;-
475;2035.081;spk2;-;on n'a pas forcément les moyens de conduire des projets comme euh;-
475;2038.115;spk2;-;bon après euh faut en prendre en essai mais moi je suis quelqu'un de très;-
476;2041.024;spk2;spk2 spk1;&pratico-pratique donc je suis pas;-
476;2041.024;spk1;spk2 spk1;ouais ouais ouais ouais ouais;-
477;2043.51;spk2;-;c'est;-
477;2044.621;spk2;-;mais ce que j- ch- c- j- ce que suis aujourd'hui euh;-
477;2047.27;spk2;-;faut aller le rechercher avant hein;-
478;2048.602;spk2;spk2 spk1;j'ai jamais été non plus euh;-
478;2048.602;spk1;spk2 spk1;ouais hm hm hm;-
479;2051.208;spk2;-;à l'école;-
479;2052.078;spk2;-;ça a jamais été mon truc euh;-
479;2054.078;spk2;-;parce que voilà;-
479;2055.189;spk2;-;pour plein de raisons euh;-
479;2056.131;spk2;-;donc aujourd'hui on le retrouve toujours;-
480;2057.457;spk2;spk2 spk1;hein je suis quelqu'un de terrain;-
480;2057.457;spk1;spk2 spk1;ouais ouais ouais ouais hm hm hm;-
480;2059.742;spk2;spk2 spk1;mais bon;-
480;2059.742;spk1;spk2 spk1;-;rire
481;2061.189;spk1;-;donc la théorie un peu mais;-
482;2063.333;spk1;spk1 spk2;pas trop trop;-
482;2063.333;spk2;spk1 spk2;bah la théorie;-
483;2064.398;spk2;-;je m'en sers parce que y a c-;-
483;2066.078;spk2;-;ça par exemple en psycho ça explique certains comportements c'est;-
483;2069.905;spk2;-;c'est pas forcément je prends pas ça pour argent comptant non plus mais;-
483;2072.818;spk2;-;ça éclaire quand même hein sur certains comportements;-
483;2075.467;spk2;-;sur même euh;-
483;2077.204;spk2;-;sur les;-
483;2078.024;spk2;-;comment les les groupes fonctionnent;-
484;2079.558;spk2;spk2 spk1;des choses comme ça c'est aussi euh;-
484;2079.558;spk1;spk2 spk1;hm hm hm hm hm hm;-
485;2081.438;spk2;-;intéressant d'aller euh voir un petit peu pourquoi euh;-
485;2084.376;spk2;-;ou euh qu'es-ce q-;-
485;2085.39;spk2;-;qu'est-ce qui va se passer au moment où euh;-
485;2087.702;spk2;-;voilà où on va mettre ça en place où on va un peu jeter le pavé euh;-
485;2091.433;spk2;-;de c- d- de d'avoir prévu un petit peu comment ça va réagir;-
486;2095.068;spk2;spk2 spk1;et puis euh;-
486;2095.068;spk1;spk2 spk1;hm hm hm hm;-
487;2096.251;spk2;-;avoir euh comme on dit euh d'autres cartes quoi euh avoir des arguments;-
488;2100.059;spk2;spk2 spk1;d'avoir appris pas grand chose c'est aussi intéressant de;-
488;2100.059;spk1;spk2 spk1;ouais ouais hm hm hm;-
489;2102.684;spk2;-;mais bon;-
489;2104.022;spk2;-;voilà c'est;-
490;2105.141;spk1;-;d'accord;-
491;2107.194;spk2;-;bon j'ai été longue;-
492;2108.251;spk2;spk2 spk1;sur ma présentation;-
492;2108.251;spk1;spk2 spk1;-;rire
493;2109.818;spk1;-;non mais c'est très bien;-
493;2109.818;-;spk1;-;rire
494;2112.029;spk2;-;donc euh y a aussi ça fait pas longtemps qu'on habite là;-
495;2115.092;spk1;-;oui voilà j'a- parce que j- j'allais enchaîner sur le le quartier ou euh Fleury ou euh;-
496;2120.626;spk2;-;moi donc euh ça fait on n'est là que depuis cet été;-
497;2123.66;spk1;-;d'accord;-
497;2123.967;spk1;-;donc c'était d- un des arguments que je mettais en avant à Marine;-
498;2126.598;spk2;spk2 spk1;où je lui disais;-
498;2126.598;spk1;spk2 spk1;-;rire
498;2127.563;spk2;spk2 spk1;mais ça fait pas longtemps que j- j'habite l'&agglo tu sais Marine elle me dit;-
498;2127.563;spk1;spk2 spk1;-;rire
498;2130.501;spk2;spk2 spk1;mais c'est pas grave alors je lui dis ouais mais ça va un peu fausser les choses euh;-
498;2130.501;spk1;spk2 spk1;-;rire
498;2134.568;spk2;spk2 spk1;elle me dit non mais attends euh ça fait vingt ans que tu travailles euh en &agglo euh;-
498;2134.568;spk1;spk2 spk1;-;rire
498;2138.731;spk2;spk2 spk1;bon j'ai dit bon donc j'essayais de;-
498;2138.731;spk1;spk2 spk1;-;rire
499;2141.476;spk1;-;donc avant vous n'étiez pas dans l'&agglo;-
500;2142.898;spk2;-;non;-
501;2143.26;spk2;spk2 spk1;non;-
501;2143.26;spk2;spk2 spk1;-;rire
501;2143.26;spk1;spk2 spk1;non;-
501;2143.26;spk1;spk2 spk1;-;rire
502;2144.23;spk2;-;avant j'étais à Meung-sur-Loire;-
503;2145.47;spk1;-;d'accord;-
504;2146.077;spk2;-;qui est situé entre Orléans;-
505;2147.822;spk2;spk2 spk1;et Blois;-
505;2147.822;spk1;spk2 spk1;ouais ça je connais;-
505;2148.87;spk2;spk2 spk1;donc on a Marine a grandi là-bas euh;-
505;2148.87;spk1;spk2 spk1;hm d'accord;-
506;2152.168;spk2;-;elle est née d'ailleurs euh à dans la maison que j'ai laissée là;-
507;2155.971;spk1;-;ouais;-
508;2156.409;spk2;-;euh cet été au mois d'août;-
508;2158.682;spk2;-;vu que;-
509;2159.635;spk1;-;et jusque là en fait vous habitiez là dans cette région de Meung ou;-
510;2162.476;spk1;spk1 spk2;de la boulan- d'accord d'accord;-
510;2162.476;spk2;spk1 spk2;ouais on est arrivé à Meung-sur-Loire y a;-
510;2165.341;spk1;spk1 spk2;d'accord hm hm hm ouais;-
510;2165.341;spk2;spk1 spk2;bah en quatre-vingt-cinq Nicolas avait deux ans;-
511;2168.495;spk2;-;et puis euh bah j'en suis partie là en;-
512;2170.759;spk2;spk2 spk1;quatre-vingt en deux mille neuf;-
512;2170.759;spk1;spk2 spk1;d'accord hm hm;-
513;2172.903;spk1;-;oui;-
514;2173.216;spk2;-;ouais;-
515;2174.807;spk2;spk2 spk1;voilà;-
515;2174.807;spk1;spk2 spk1;et ici alors;-
516;2175.672;spk1;-;vous vous y plaisez ?;-
517;2177.793;spk2;-;alors bah ouais;-
518;2179.192;spk2;spk2 spk1;bah je m'y plais;-
518;2179.192;spk1;spk2 spk1;ouais;-
519;2179.699;spk2;-;parce que je pars sur un nouveau projet un peu sans les enfants;-
520;2182.514;spk2;spk2 spk1;on va dire;-
520;2182.514;spk1;spk2 spk1;ouais ouais;-
521;2183.428;spk2;-;donc bon c'est;-
521;2185.091;spk2;-;c'est ce qui est intéressant je disais toujours euh;-
521;2187.428;spk2;-;ça faisait rire tout le monde;-
522;2189.091;spk2;spk2 spk1;euh;-
522;2189.091;spk1;spk2 spk1;-;rire
523;2190.129;spk2;-;bah tu as refait ta vie je dis non moi j'ai une;-
524;2192.153;spk2;spk2 spk1;deuxième vie j'aurai une deuxième vie un jour;-
524;2192.153;spk1;spk2 spk1;hm;-
524;2192.153;spk1;spk2 spk1;-;rire
525;2194.946;spk2;-;je savais que j'avais mis un peu ma vie un peu entre parenthèse même si j'avais une relation euh;-
526;2199.494;spk1;-;ouais;-
527;2199.855;spk2;-;mais qui était pas euh;-
527;2202.071;spk2;-;viv- v- vécue ouvertement et euh;-
527;2204.792;spk2;-;que voilà euh;-
527;2206.147;spk2;-;donc j'avais toujours ma vie de mère;-
528;2207.826;spk2;spk2 spk1;quand les enfants était là;-
528;2207.826;spk1;spk2 spk1;hm hm hm;-
529;2208.696;spk2;-;et j'avais ma vie privée euh qui était euh quand euh j'avais;-
530;2211.444;spk2;spk2 spk1;pas les enfants;-
530;2211.444;spk1;spk2 spk1;voilà hm hm hm;-
531;2213.918;spk2;-;et donc euh pourquoi Fleury bah parce que euh;-
531;2217.336;spk2;-;je travaille à Saint-Jean-de-Braye moi;-
532;2219.264;spk1;-;d'accord;-
533;2219.918;spk2;-;mon amie travaille à Fleury;-
533;2221.384;spk2;-;et puis euh;-
533;2223.201;spk2;-;moi j'avais envie de me rapporcher un peu de la ville;-
534;2225.225;spk2;spk2 spk1;la campagne;-
534;2225.225;spk1;spk2 spk1;oui;-
535;2225.829;spk2;-;ça me gavait un peu;-
536;2227.225;spk1;-;bah vous avez tenu longtemps quand même;-
537;2228.525;spk1;spk1 spk2;-;rire
537;2228.525;spk2;spk1 spk2;ouais mais parce que les enfants s'y plaisaient tellement que;-
538;2232.062;spk2;-;je enfin ils avaient tous leurs;-
539;2234.039;spk2;spk2 spk1;amis euh je voulais pas qu'ils euh;-
539;2234.039;spk1;spk2 spk1;et oui ça;-
540;2236.418;spk2;-;bon déjà la séparation c'était pas évident hein pour des enfants c'est jamais évident;-
540;2240.702;spk2;-;donc euh je voulais qu'y ait en plus cette rupture de changer de maison;-
541;2244.072;spk1;-;hm hm hm;-
542;2244.654;spk2;spk2 spk1;changer d'école changer d'amis euh;-
542;2244.654;spk1;spk2 spk1;changer d'école oui hm;-
543;2246.75;spk2;-;je;-
543;2247.452;spk2;-;enfin j'ai tellement repéré que dans la vie d'un enfant la stabilité est ce qui;-
544;2251.159;spk2;spk2 spk1;y avait de plus important;-
544;2251.159;spk1;spk2 spk1;hm hm hm hm;-
545;2252.654;spk2;-;qu'elle soit matérielle qu'elle soit affective qu'elle soit;-
545;2255.88;spk2;-;que j'avais vraiment envie euh qu'ils aient cette s- stabilité-là quoi et euh;-
545;2259.659;spk2;-;je voulais pas euh;-
545;2261.659;spk2;-;je voulais p-;-
545;2263.01;spk2;-;c'était déjà assez compliqué pour eux;-
545;2265.25;spk2;-;donc euh j'ai voulu euh;-
546;2266.55;spk2;spk2 spk1;que derrière euh tout soit voilà;-
546;2266.55;spk1;spk2 spk1;attendre qu'ils soient ouais;-
547;2268.813;spk2;-;que je &redéstabilise pas d'autres choses que c'était non je voulais pas de ça donc euh;-
547;2274.448;spk2;-;mais moi je me suis pas déplue même si euh;-
547;2274.448;-;spk2;-;pf
547;2277.41;spk2;-;au niveau euh relationnel on va dire dans le Loiret;-
547;2280.995;spk2;-;j- je me suis jamais fait vraiment d'amis;-
548;2283.283;spk1;-;hm hm;-
549;2283.74;spk2;-;parce que euh c'est ce que je dis toujours hein les Orléanais c'est très fermé;-
550;2288.625;spk2;spk2 spk1;enfin je le ressens;-
550;2288.625;spk1;spk2 spk1;ouais votre sentiment ouais ouais;-
551;2291.058;spk2;-;c'est vraiment très fermé ça;-
551;2293.226;spk2;-;ils fonctionnent par euh comment dire euh;-
551;2296.139;spk2;-;euh par groupe alors euh ils sont beaucoup en famille je trouve;-
552;2299.894;spk2;spk2 spk1;bon enfin moi je suis pas très famille c'est peut-être ce qui fait que;-
552;2299.894;spk1;spk2 spk1;ouais d'accord;-
552;2299.894;spk1;spk2 spk1;-;rire
552;2303.384;spk2;spk2 spk1;alors je suis pas très famille mais par contre avec mes enfants c'est mais je suis pas;-
552;2303.384;spk1;spk2 spk1;-;rire
552;2307.547;spk2;spk2 spk1;très famille euh élargie on va dire euh j'ai des soeurs mais on se voit pas euh;-
552;2307.547;spk1;spk2 spk1;ouais ouais hm;-
553;2312.768;spk2;-;euh;-
553;2313.734;spk2;-;ma mère je la vois euh enfin on va aller faire Noël là fin janvier;-
554;2316.888;spk2;spk2 spk1;enfin voilà c'est on même un peu chacun notre vie euh;-
554;2316.888;spk1;spk2 spk1;d'accord ouais ouais ouais hm hm hm hm hm hm;-
554;2320.652;spk2;spk2 spk1;mais euh par contre avec mes enfants je suis très famille;-
554;2320.652;spk1;spk2 spk1;-;rire
555;2324.96;spk2;-;mais euh je sais plus ce que je disais du coup;-
556;2327.681;spk1;-;oui non que les Orléanais;-
557;2329.242;spk1;spk1 spk2;euh voilà étaient euh;-
557;2329.242;spk2;spk1 spk2;oui j'ai jamais eu vraiment b-;-
558;2331.676;spk2;-;d'amis à Orléans;-
558;2333.017;spk2;-;les seuls amis;-
558;2334.661;spk2;-;que j'ai;-
558;2335.647;spk2;-;je me suis rendue compte que c'était pas des gens d'Orléans;-
559;2337.815;spk1;-;d'accord;-
560;2338.248;spk2;-;et à chaque fois et du coup euh très vite quand je sympathise avec quelqu'un;-
561;2341.594;spk2;spk2 spk1;très vite j'en viens euh;-
561;2341.594;spk1;spk2 spk1;vous êtes pas d'Orléans;-
561;2343.325;spk2;spk2 spk1;je leur dis vous êtes de la région et souvent ils me font;-
561;2343.325;spk1;spk2 spk1;-;rire
561;2346.046;spk2;spk2 spk1;non non non moi je viens de donc c'est ce qui explique;-
561;2346.046;spk1;spk2 spk1;-;rire
562;2349.488;spk2;-;et euh;-
562;2350.983;spk2;-;ouais je les gens même en face me disent bah ouais c'est vrai tu as raison les gens d'ici en fait dans notre réseau euh;-
